orders.brand,orders.country,orders.delivery_week,orders.dishbags,orders.product_type,orders.count_all_orders
ms,au,2021-01-25,3.0000,family,1981
dn,de,2021-01-25,5.0000,family,78
dn,de,2021-01-25,4.0000,2 person,293
ms,be,2021-01-25,3.0000,2 person,1898
ms,de,2021-01-25,6.0000,2 person,351
ms,be,2021-01-25,4.0000,family,165
ms,us,2021-01-25,2.0000,2 person,6367
dn,us,2021-01-25,6.0000,family,865
ms,de,2021-01-25,4.0000,family,913
ms,us,2021-01-25,6.0000,family,380
dn,au,2021-01-25,3.0000,2 person,5371
ms,at,2021-01-25,5.0000,2 person,104
ms,nl,2021-01-25,4.0000,family,492
dn,de,2021-01-25,4.0000,family,79
ms,se,2021-01-25,6.0000,2 person,6
ms,de,2021-01-25,3.0000,family,904
ms,dk,2021-01-25,2.0000,family,26
ms,nl,2021-01-25,6.0000,2 person,162
dn,us,2021-01-25,6.0000,2 person,1486
dn,us,2021-01-25,5.0000,2 person,1887
ms,us,2021-01-25,3.0000,family,2942
ms,de,2021-01-25,2.0000,2 person,649
dn,us,2021-01-25,4.0000,2 person,4405
ms,se,2021-01-25,2.0000,2 person,3
ms,de,2021-01-25,3.0000,2 person,6613
ms,de,2021-01-25,5.0000,2 person,907
ms,de,2021-01-25,4.0000,2 person,1732
ms,nl,2021-01-25,3.0000,2 person,6764
ms,se,2021-01-25,2.0000,family,14
ms,us,2021-01-25,4.0000,2 person,3407
ms,be,2021-01-25,3.0000,family,344
ms,be,2021-01-25,2.0000,family,167
dn,us,2021-01-25,3.0000,2 person,17705
ms,se,2021-01-25,5.0000,2 person,35
ms,at,2021-01-25,2.0000,family,53
ms,us,2021-01-25,5.0000,family,340
dn,au,2021-01-25,6.0000,family,34
ms,us,2021-01-25,2.0000,family,3331
ms,dk,2021-01-25,3.0000,2 person,335
ms,dk,2021-01-25,6.0000,2 person,7
ms,be,2021-01-25,6.0000,2 person,69
ms,se,2021-01-18,5.0000,2 person,27
ms,us,2021-01-18,4.0000,family,976
dn,au,2021-01-18,4.0000,2 person,2111
ms,us,2021-01-18,2.0000,2 person,5711
ms,de,2021-01-18,5.0000,2 person,902
ms,dk,2021-01-18,4.0000,family,43
ms,us,2021-01-18,6.0000,family,389
ms,au,2021-01-18,3.0000,family,1915
ms,us,2021-01-18,3.0000,family,2593
ms,se,2021-01-18,2.0000,family,8
dn,de,2021-01-18,4.0000,2 person,228
ms,at,2021-01-18,2.0000,family,72
ms,au,2021-01-18,2.0000,2 person,2771
ms,de,2021-01-18,3.0000,2 person,6414
ms,dk,2021-01-18,3.0000,family,83
ms,nl,2021-01-18,4.0000,family,489
ms,au,2021-01-18,4.0000,family,1075
ms,at,2021-01-18,6.0000,2 person,49
dn,us,2021-01-18,6.0000,family,698
ms,dk,2021-01-18,2.0000,2 person,9
ms,de,2021-01-18,4.0000,family,856
ms,nl,2021-01-18,5.0000,2 person,492
ms,de,2021-01-18,2.0000,2 person,631
ms,se,2021-01-18,4.0000,2 person,40
ms,se,2021-01-18,6.0000,2 person,4
ms,au,2021-01-18,2.0000,family,1112
ms,au,2021-01-18,6.0000,2 person,346
dn,us,2021-01-18,6.0000,2 person,1387
ms,de,2021-01-18,6.0000,2 person,339
ms,au,2021-01-18,4.0000,2 person,3216
ms,at,2021-01-18,4.0000,2 person,269
ms,be,2021-01-18,3.0000,family,323
ms,dk,2021-01-18,3.0000,2 person,410
ms,be,2021-01-18,3.0000,2 person,1980
ms,be,2021-01-18,2.0000,2 person,87
ms,se,2021-01-18,3.0000,family,86
dn,us,2021-01-18,5.0000,2 person,1816
ms,us,2021-01-18,4.0000,2 person,2944
dn,us,2021-01-18,4.0000,2 person,4116
ms,at,2021-01-18,3.0000,family,73
ms,au,2021-01-18,5.0000,2 person,1558
ms,nl,2021-01-18,2.0000,family,429
ms,nl,2021-01-18,3.0000,2 person,6773
ms,be,2021-01-18,4.0000,2 person,543
ms,us,2021-01-18,5.0000,2 person,879
dn,au,2021-01-18,5.0000,family,1396
ms,nl,2021-01-18,2.0000,2 person,230
dn,us,2021-01-18,4.0000,family,1458
dn,us,2021-01-18,3.0000,2 person,17096
dn,au,2021-01-18,4.0000,family,946
dn,au,2021-01-18,3.0000,family,2245
ms,dk,2021-01-18,4.0000,2 person,82
ms,au,2021-01-18,5.0000,family,446
ms,be,2021-01-18,6.0000,2 person,60
ms,us,2021-01-18,5.0000,family,273
ms,se,2021-01-18,4.0000,family,68
dn,de,2021-01-18,5.0000,family,45
ms,be,2021-01-18,5.0000,2 person,189
ms,at,2021-01-18,4.0000,family,91
ms,dk,2021-01-18,2.0000,family,29
ms,dk,2021-01-18,6.0000,2 person,5
ms,at,2021-01-18,2.0000,2 person,101
dn,de,2021-01-18,5.0000,2 person,144
ms,nl,2021-01-18,6.0000,2 person,183
dn,de,2021-01-18,3.0000,family,136
ms,de,2021-01-18,4.0000,2 person,1628
ms,us,2021-01-18,3.0000,2 person,11243
dn,us,2021-01-18,3.0000,family,5828
ms,au,2021-01-18,3.0000,2 person,9728
ms,at,2021-01-18,5.0000,2 person,119
ms,nl,2021-01-18,4.0000,2 person,1481
ms,de,2021-01-18,3.0000,family,977
ms,at,2021-01-18,3.0000,2 person,923
ms,nl,2021-01-18,3.0000,family,1101
dn,au,2021-01-18,3.0000,2 person,5349
dn,us,2021-01-18,5.0000,family,653
ms,dk,2021-01-18,5.0000,2 person,17
ms,se,2021-01-18,3.0000,2 person,136
dn,de,2021-01-18,3.0000,2 person,410
ms,be,2021-01-18,2.0000,family,172
ms,se,2021-01-18,2.0000,2 person,8
dn,de,2021-01-18,4.0000,family,55
ms,us,2021-01-18,6.0000,2 person,621
ms,de,2021-01-18,2.0000,family,874
ms,be,2021-01-18,4.0000,family,185
dn,au,2021-01-18,5.0000,2 person,2405
ms,us,2021-01-18,2.0000,family,2913
ms,se,2021-01-11,3.0000,family,72
ms,nl,2021-01-11,2.0000,2 person,212
ms,de,2021-01-11,3.0000,family,842
ms,se,2021-01-11,5.0000,2 person,26
ms,de,2021-01-11,5.0000,2 person,827
ms,se,2021-01-11,4.0000,2 person,25
ms,nl,2021-01-11,2.0000,family,477
dn,us,2021-01-11,6.0000,2 person,1278
dn,us,2021-01-11,4.0000,family,1324
ms,dk,2021-01-11,4.0000,family,46
ms,nl,2021-01-11,3.0000,family,1047
ms,au,2021-01-11,5.0000,2 person,1410
ms,be,2021-01-11,4.0000,family,158
ms,at,2021-01-11,2.0000,2 person,98
ms,au,2021-01-11,2.0000,family,1118
ms,au,2021-01-11,3.0000,family,1645
ms,nl,2021-01-11,4.0000,2 person,1412
ms,au,2021-01-11,4.0000,2 person,2937
ms,de,2021-01-11,2.0000,family,704
ms,de,2021-01-11,3.0000,2 person,5861
dn,us,2021-01-11,5.0000,family,623
ms,us,2021-01-11,4.0000,2 person,2763
ms,at,2021-01-11,2.0000,family,64
dn,au,2021-01-11,5.0000,family,1182
ms,au,2021-01-11,6.0000,2 person,311
ms,at,2021-01-11,3.0000,2 person,877
ms,us,2021-01-11,6.0000,2 person,620
dn,us,2021-01-11,4.0000,2 person,3753
dn,de,2021-01-11,4.0000,2 person,159
dn,au,2021-01-11,5.0000,2 person,2115
ms,us,2021-01-11,4.0000,family,927
ms,de,2021-01-11,4.0000,2 person,1407
ms,de,2021-01-11,2.0000,2 person,621
ms,at,2021-01-11,4.0000,2 person,247
ms,us,2021-01-11,5.0000,family,302
ms,us,2021-01-11,6.0000,family,328
ms,nl,2021-01-11,4.0000,family,472
ms,au,2021-01-11,5.0000,family,438
dn,us,2021-01-11,3.0000,family,5516
ms,at,2021-01-11,3.0000,family,76
ms,dk,2021-01-11,3.0000,2 person,376
ms,be,2021-01-11,3.0000,family,322
dn,de,2021-01-11,5.0000,family,35
ms,se,2021-01-11,3.0000,2 person,111
ms,se,2021-01-11,2.0000,family,11
ms,us,2021-01-11,2.0000,2 person,5381
ms,be,2021-01-11,4.0000,2 person,529
dn,us,2021-01-11,6.0000,family,638
ms,dk,2021-01-11,5.0000,2 person,22
dn,au,2021-01-11,4.0000,family,845
dn,au,2021-01-11,3.0000,family,2114
ms,nl,2021-01-11,5.0000,2 person,466
dn,de,2021-01-11,3.0000,2 person,333
dn,us,2021-01-11,5.0000,2 person,1704
ms,dk,2021-01-11,3.0000,family,90
ms,de,2021-01-11,6.0000,2 person,299
dn,de,2021-01-11,3.0000,family,90
ms,be,2021-01-11,3.0000,2 person,1983
ms,au,2021-01-11,3.0000,2 person,8949
ms,au,2021-01-11,4.0000,family,979
ms,us,2021-01-11,3.0000,2 person,10724
ms,dk,2021-01-11,6.0000,2 person,4
dn,au,2021-01-11,4.0000,2 person,1922
ms,be,2021-01-11,2.0000,family,183
ms,be,2021-01-11,5.0000,2 person,158
ms,us,2021-01-11,5.0000,2 person,790
ms,at,2021-01-11,4.0000,family,85
dn,de,2021-01-11,4.0000,family,39
ms,us,2021-01-11,3.0000,family,2397
dn,us,2021-01-11,3.0000,2 person,16262
ms,se,2021-01-11,6.0000,2 person,3
ms,de,2021-01-11,4.0000,family,768
ms,se,2021-01-11,4.0000,family,65
ms,au,2021-01-11,2.0000,2 person,2575
ms,at,2021-01-11,5.0000,2 person,86
dn,au,2021-01-11,3.0000,2 person,4854
ms,dk,2021-01-11,2.0000,2 person,12
ms,dk,2021-01-11,2.0000,family,29
ms,at,2021-01-11,6.0000,2 person,51
ms,nl,2021-01-11,6.0000,2 person,171
ms,be,2021-01-11,2.0000,2 person,86
dn,de,2021-01-11,5.0000,2 person,101
ms,us,2021-01-11,2.0000,family,2911
ms,se,2021-01-11,2.0000,2 person,5
ms,be,2021-01-11,6.0000,2 person,68
ms,dk,2021-01-11,4.0000,2 person,74
ms,nl,2021-01-11,3.0000,2 person,6757
ms,se,2021-01-04,3.0000,2 person,66
dn,de,2021-01-04,4.0000,family,21
ms,us,2021-01-04,3.0000,family,2318
dn,de,2021-01-04,4.0000,2 person,111
ms,dk,2021-01-04,5.0000,2 person,13
ms,de,2021-01-04,5.0000,2 person,680
ms,us,2021-01-04,5.0000,2 person,759
ms,dk,2021-01-04,3.0000,2 person,330
ms,au,2021-01-04,6.0000,2 person,273
dn,au,2021-01-04,5.0000,family,960
ms,be,2021-01-04,4.0000,family,147
ms,us,2021-01-04,4.0000,family,901
ms,us,2021-01-04,2.0000,2 person,5163
ms,au,2021-01-04,3.0000,2 person,6807
dn,us,2021-01-04,3.0000,family,5170
ms,se,2021-01-04,2.0000,2 person,6
ms,au,2021-01-04,2.0000,family,889
ms,at,2021-01-04,4.0000,2 person,217
ms,nl,2021-01-04,2.0000,family,420
ms,dk,2021-01-04,3.0000,family,63
dn,au,2021-01-04,4.0000,family,616
ms,de,2021-01-04,2.0000,family,598
dn,au,2021-01-04,3.0000,family,1622
dn,de,2021-01-04,3.0000,family,73
ms,nl,2021-01-04,3.0000,2 person,6395
ms,be,2021-01-04,5.0000,2 person,161
ms,de,2021-01-04,3.0000,family,639
dn,us,2021-01-04,5.0000,2 person,1608
ms,se,2021-01-04,4.0000,family,44
ms,nl,2021-01-04,4.0000,2 person,1259
dn,au,2021-01-04,5.0000,2 person,1634
ms,de,2021-01-04,3.0000,2 person,5024
dn,us,2021-01-04,4.0000,2 person,3534
dn,us,2021-01-04,5.0000,family,580
ms,au,2021-01-04,4.0000,2 person,2172
ms,nl,2021-01-04,5.0000,2 person,395
ms,be,2021-01-04,6.0000,2 person,56
ms,au,2021-01-04,4.0000,family,672
ms,nl,2021-01-04,3.0000,family,958
ms,be,2021-01-04,4.0000,2 person,449
ms,de,2021-01-04,6.0000,2 person,251
dn,de,2021-01-04,5.0000,family,33
dn,de,2021-01-04,3.0000,2 person,233
ms,us,2021-01-04,6.0000,family,351
ms,us,2021-01-04,4.0000,2 person,2705
ms,dk,2021-01-04,2.0000,family,31
ms,se,2021-01-04,5.0000,2 person,14
ms,us,2021-01-04,6.0000,2 person,629
ms,at,2021-01-04,4.0000,family,79
ms,se,2021-01-04,6.0000,2 person,1
dn,au,2021-01-04,4.0000,2 person,1463
ms,au,2021-01-04,3.0000,family,1230
dn,de,2021-01-04,5.0000,2 person,74
dn,us,2021-01-04,6.0000,family,595
ms,us,2021-01-04,3.0000,2 person,10632
dn,au,2021-01-04,3.0000,2 person,3894
ms,at,2021-01-04,5.0000,2 person,77
ms,be,2021-01-04,2.0000,family,173
ms,nl,2021-01-04,6.0000,2 person,148
ms,us,2021-01-04,2.0000,family,2937
ms,de,2021-01-04,2.0000,2 person,576
ms,be,2021-01-04,2.0000,2 person,86
dn,us,2021-01-04,4.0000,family,1211
ms,de,2021-01-04,4.0000,2 person,1302
ms,au,2021-01-04,5.0000,2 person,979
ms,be,2021-01-04,3.0000,family,292
ms,nl,2021-01-04,2.0000,2 person,243
ms,at,2021-01-04,3.0000,family,52
ms,se,2021-01-04,2.0000,family,13
ms,at,2021-01-04,6.0000,2 person,39
ms,se,2021-01-04,3.0000,family,49
dn,us,2021-01-04,3.0000,2 person,15293
ms,de,2021-01-04,4.0000,family,711
ms,se,2021-01-04,4.0000,2 person,25
dn,us,2021-01-04,6.0000,2 person,1158
ms,be,2021-01-04,3.0000,2 person,1808
ms,at,2021-01-04,2.0000,family,66
ms,dk,2021-01-04,2.0000,2 person,11
ms,at,2021-01-04,2.0000,2 person,94
ms,nl,2021-01-04,4.0000,family,384
ms,dk,2021-01-04,4.0000,2 person,51
ms,au,2021-01-04,2.0000,2 person,2068
ms,dk,2021-01-04,4.0000,family,29
ms,us,2021-01-04,5.0000,family,288
ms,au,2021-01-04,5.0000,family,289
ms,at,2021-01-04,3.0000,2 person,773
dn,au,2020-12-28,5.0000,family,649
ms,dk,2020-12-28,6.0000,2 person,1
ms,nl,2020-12-28,6.0000,2 person,205
ms,be,2020-12-28,3.0000,family,196
ms,se,2020-12-28,4.0000,family,31
ms,us,2020-12-28,4.0000,2 person,2618
ms,se,2020-12-28,3.0000,2 person,41
ms,de,2020-12-28,2.0000,2 person,480
ms,dk,2020-12-28,5.0000,2 person,11
ms,au,2020-12-28,2.0000,2 person,1408
dn,de,2020-12-28,4.0000,family,23
ms,de,2020-12-28,4.0000,family,687
ms,de,2020-12-28,5.0000,2 person,653
ms,at,2020-12-28,3.0000,family,51
dn,de,2020-12-28,5.0000,family,29
ms,se,2020-12-28,2.0000,2 person,3
ms,nl,2020-12-28,4.0000,family,388
ms,au,2020-12-28,5.0000,family,185
ms,dk,2020-12-28,4.0000,2 person,27
dn,us,2020-12-28,4.0000,2 person,3003
ms,de,2020-12-28,2.0000,family,479
dn,au,2020-12-28,5.0000,2 person,1137
ms,de,2020-12-28,3.0000,2 person,3919
ms,nl,2020-12-28,2.0000,2 person,249
ms,be,2020-12-28,6.0000,2 person,58
ms,at,2020-12-28,6.0000,2 person,60
dn,de,2020-12-28,5.0000,2 person,76
ms,au,2020-12-28,4.0000,family,494
ms,at,2020-12-28,3.0000,2 person,587
dn,us,2020-12-28,3.0000,2 person,12988
ms,se,2020-12-28,2.0000,family,7
ms,us,2020-12-28,3.0000,family,1942
ms,nl,2020-12-28,3.0000,2 person,4792
ms,at,2020-12-28,2.0000,family,44
ms,us,2020-12-28,5.0000,2 person,778
dn,de,2020-12-28,3.0000,family,63
ms,au,2020-12-28,3.0000,family,810
ms,us,2020-12-28,5.0000,family,280
ms,be,2020-12-28,2.0000,2 person,83
dn,us,2020-12-28,3.0000,family,4276
ms,us,2020-12-28,2.0000,family,2269
ms,be,2020-12-28,4.0000,family,109
ms,nl,2020-12-28,3.0000,family,776
ms,de,2020-12-28,6.0000,2 person,394
dn,de,2020-12-28,3.0000,2 person,236
ms,se,2020-12-28,5.0000,2 person,10
ms,dk,2020-12-28,2.0000,2 person,7
ms,dk,2020-12-28,4.0000,family,13
ms,au,2020-12-28,4.0000,2 person,1437
ms,de,2020-12-28,3.0000,family,610
ms,at,2020-12-28,4.0000,2 person,187
ms,se,2020-12-28,3.0000,family,25
dn,us,2020-12-28,4.0000,family,1088
ms,dk,2020-12-28,2.0000,family,17
ms,au,2020-12-28,6.0000,2 person,223
dn,us,2020-12-28,6.0000,family,532
dn,us,2020-12-28,5.0000,family,544
dn,de,2020-12-28,4.0000,2 person,84
ms,au,2020-12-28,5.0000,2 person,624
ms,us,2020-12-28,4.0000,family,853
ms,se,2020-12-28,4.0000,2 person,16
dn,au,2020-12-28,4.0000,family,387
ms,us,2020-12-28,6.0000,2 person,681
ms,au,2020-12-28,2.0000,family,609
dn,us,2020-12-28,5.0000,2 person,1430
ms,us,2020-12-28,2.0000,2 person,4134
ms,be,2020-12-28,3.0000,2 person,1143
dn,au,2020-12-28,3.0000,2 person,2724
ms,dk,2020-12-28,3.0000,family,36
ms,nl,2020-12-28,4.0000,2 person,1118
ms,us,2020-12-28,6.0000,family,323
ms,be,2020-12-28,4.0000,2 person,344
ms,au,2020-12-28,3.0000,2 person,4250
ms,at,2020-12-28,5.0000,2 person,87
ms,at,2020-12-28,2.0000,2 person,66
ms,se,2020-12-28,6.0000,2 person,1
ms,us,2020-12-28,3.0000,2 person,8569
ms,nl,2020-12-28,5.0000,2 person,390
dn,us,2020-12-28,6.0000,2 person,1146
ms,be,2020-12-28,5.0000,2 person,114
dn,au,2020-12-28,4.0000,2 person,968
ms,dk,2020-12-28,3.0000,2 person,159
ms,at,2020-12-28,4.0000,family,79
ms,de,2020-12-28,4.0000,2 person,1178
ms,nl,2020-12-28,2.0000,family,335
ms,be,2020-12-28,2.0000,family,93
dn,au,2020-12-28,3.0000,family,1031
ms,at,2020-12-21,3.0000,2 person,463
ms,nl,2020-12-21,4.0000,family,366
ms,de,2020-12-21,2.0000,2 person,484
ms,be,2020-12-21,6.0000,2 person,74
ms,at,2020-12-21,6.0000,2 person,77
ms,au,2020-12-21,4.0000,2 person,1698
dn,au,2020-12-21,5.0000,family,794
dn,de,2020-12-21,5.0000,2 person,65
dn,us,2020-12-21,5.0000,2 person,1311
dn,us,2020-12-21,5.0000,family,510
ms,nl,2020-12-21,6.0000,2 person,247
ms,be,2020-12-21,5.0000,2 person,91
dn,de,2020-12-21,3.0000,2 person,217
ms,dk,2020-12-21,3.0000,family,23
ms,dk,2020-12-21,2.0000,family,24
ms,at,2020-12-21,2.0000,family,42
dn,de,2020-12-21,4.0000,2 person,90
ms,de,2020-12-21,3.0000,2 person,3217
ms,at,2020-12-21,2.0000,2 person,66
ms,dk,2020-12-21,4.0000,2 person,16
dn,au,2020-12-21,4.0000,2 person,1137
dn,us,2020-12-21,6.0000,2 person,1154
ms,de,2020-12-21,4.0000,family,710
ms,us,2020-12-21,3.0000,2 person,7447
ms,us,2020-12-21,6.0000,2 person,755
ms,nl,2020-12-21,3.0000,2 person,4145
ms,us,2020-12-21,2.0000,family,2196
ms,be,2020-12-21,4.0000,family,114
ms,se,2020-12-21,3.0000,2 person,39
ms,be,2020-12-21,2.0000,family,123
ms,nl,2020-12-21,3.0000,family,639
ms,be,2020-12-21,2.0000,2 person,91
ms,au,2020-12-21,6.0000,2 person,355
ms,at,2020-12-21,4.0000,2 person,164
ms,se,2020-12-21,6.0000,2 person,2
ms,us,2020-12-21,6.0000,family,402
ms,se,2020-12-21,5.0000,2 person,8
ms,us,2020-12-21,5.0000,2 person,788
ms,au,2020-12-21,2.0000,2 person,1796
dn,us,2020-12-21,3.0000,family,3758
ms,nl,2020-12-21,5.0000,2 person,359
dn,au,2020-12-21,3.0000,family,1396
ms,dk,2020-12-21,6.0000,2 person,2
ms,be,2020-12-21,3.0000,2 person,1270
ms,se,2020-12-21,4.0000,2 person,16
ms,au,2020-12-21,5.0000,2 person,763
ms,us,2020-12-21,3.0000,family,1867
dn,us,2020-12-21,4.0000,family,1052
ms,dk,2020-12-21,4.0000,family,6
ms,be,2020-12-21,3.0000,family,187
ms,se,2020-12-21,2.0000,family,8
ms,de,2020-12-21,2.0000,family,463
ms,nl,2020-12-21,4.0000,2 person,861
ms,at,2020-12-21,5.0000,2 person,87
ms,au,2020-12-21,3.0000,2 person,5128
dn,us,2020-12-21,6.0000,family,600
ms,dk,2020-12-21,3.0000,2 person,128
ms,dk,2020-12-21,5.0000,2 person,7
ms,au,2020-12-21,2.0000,family,854
ms,se,2020-12-21,4.0000,family,22
dn,us,2020-12-21,4.0000,2 person,2868
ms,se,2020-12-21,2.0000,2 person,5
dn,au,2020-12-21,5.0000,2 person,1281
ms,us,2020-12-21,5.0000,family,315
ms,au,2020-12-21,4.0000,family,602
ms,de,2020-12-21,5.0000,2 person,577
dn,us,2020-12-21,3.0000,2 person,11147
dn,de,2020-12-21,3.0000,family,49
ms,at,2020-12-21,4.0000,family,84
dn,de,2020-12-21,4.0000,family,23
ms,se,2020-12-21,3.0000,family,25
ms,dk,2020-12-21,2.0000,2 person,13
ms,be,2020-12-21,4.0000,2 person,349
ms,de,2020-12-21,4.0000,2 person,1049
ms,nl,2020-12-21,2.0000,family,329
ms,nl,2020-12-21,2.0000,2 person,220
ms,de,2020-12-21,3.0000,family,589
dn,au,2020-12-21,3.0000,2 person,3090
ms,us,2020-12-21,4.0000,family,843
dn,de,2020-12-21,5.0000,family,28
dn,au,2020-12-21,4.0000,family,506
ms,at,2020-12-21,3.0000,family,48
ms,us,2020-12-21,2.0000,2 person,3615
ms,de,2020-12-21,6.0000,2 person,485
ms,au,2020-12-21,5.0000,family,261
ms,au,2020-12-21,3.0000,family,1112
ms,us,2020-12-21,4.0000,2 person,2479
ms,dk,2020-12-14,2.0000,2 person,16
ms,au,2020-12-14,2.0000,2 person,2486
dn,de,2020-12-14,5.0000,2 person,82
ms,de,2020-12-14,3.0000,family,557
dn,us,2020-12-14,6.0000,family,408
ms,au,2020-12-14,2.0000,family,1099
dn,au,2020-12-14,5.0000,family,1125
ms,be,2020-12-14,4.0000,family,133
ms,us,2020-12-14,5.0000,family,310
ms,at,2020-12-14,4.0000,2 person,226
ms,nl,2020-12-14,2.0000,2 person,214
ms,se,2020-12-14,4.0000,2 person,26
ms,de,2020-12-14,2.0000,family,445
ms,de,2020-12-14,6.0000,2 person,295
ms,de,2020-12-14,4.0000,2 person,1212
ms,dk,2020-12-14,4.0000,family,28
ms,us,2020-12-14,2.0000,2 person,4533
dn,au,2020-12-14,5.0000,2 person,1872
ms,au,2020-12-14,3.0000,2 person,7751
ms,be,2020-12-14,2.0000,family,130
ms,dk,2020-12-14,3.0000,2 person,300
ms,be,2020-12-14,6.0000,2 person,77
ms,nl,2020-12-14,3.0000,family,810
dn,de,2020-12-14,3.0000,family,51
ms,se,2020-12-14,2.0000,family,10
dn,au,2020-12-14,3.0000,2 person,4365
ms,dk,2020-12-14,5.0000,2 person,12
ms,au,2020-12-14,4.0000,2 person,2673
dn,us,2020-12-14,3.0000,2 person,13786
ms,at,2020-12-14,3.0000,family,69
ms,dk,2020-12-14,2.0000,family,29
ms,nl,2020-12-14,3.0000,2 person,5233
ms,at,2020-12-14,2.0000,2 person,112
ms,at,2020-12-14,3.0000,2 person,724
ms,be,2020-12-14,3.0000,2 person,1614
dn,au,2020-12-14,4.0000,2 person,1720
ms,nl,2020-12-14,6.0000,2 person,147
ms,se,2020-12-14,3.0000,2 person,66
ms,de,2020-12-14,4.0000,family,607
dn,de,2020-12-14,4.0000,family,31
dn,de,2020-12-14,5.0000,family,31
dn,us,2020-12-14,5.0000,family,559
ms,nl,2020-12-14,5.0000,2 person,360
ms,us,2020-12-14,6.0000,2 person,639
dn,au,2020-12-14,4.0000,family,805
ms,at,2020-12-14,5.0000,2 person,86
ms,us,2020-12-14,2.0000,family,2590
dn,us,2020-12-14,3.0000,family,4424
ms,be,2020-12-14,3.0000,family,265
ms,at,2020-12-14,4.0000,family,81
ms,us,2020-12-14,6.0000,family,190
ms,dk,2020-12-14,4.0000,2 person,44
ms,de,2020-12-14,2.0000,2 person,594
ms,nl,2020-12-14,4.0000,2 person,1125
dn,au,2020-12-14,3.0000,family,1823
ms,us,2020-12-14,5.0000,2 person,805
ms,au,2020-12-14,5.0000,family,318
ms,nl,2020-12-14,4.0000,family,355
ms,us,2020-12-14,3.0000,family,2188
ms,de,2020-12-14,5.0000,2 person,584
ms,au,2020-12-14,4.0000,family,959
ms,au,2020-12-14,6.0000,2 person,386
ms,dk,2020-12-14,6.0000,2 person,3
ms,se,2020-12-14,2.0000,2 person,3
dn,us,2020-12-14,4.0000,2 person,3238
ms,se,2020-12-14,6.0000,2 person,1
ms,be,2020-12-14,2.0000,2 person,95
ms,se,2020-12-14,5.0000,2 person,20
ms,us,2020-12-14,4.0000,2 person,2922
dn,de,2020-12-14,4.0000,2 person,110
ms,be,2020-12-14,5.0000,2 person,144
dn,us,2020-12-14,4.0000,family,1110
ms,dk,2020-12-14,3.0000,family,61
ms,at,2020-12-14,2.0000,family,56
ms,at,2020-12-14,6.0000,2 person,55
ms,nl,2020-12-14,2.0000,family,335
ms,se,2020-12-14,3.0000,family,47
ms,au,2020-12-14,5.0000,2 person,1126
ms,au,2020-12-14,3.0000,family,1695
ms,us,2020-12-14,3.0000,2 person,9217
ms,se,2020-12-14,4.0000,family,52
ms,de,2020-12-14,3.0000,2 person,4069
dn,de,2020-12-14,3.0000,2 person,263
dn,us,2020-12-14,6.0000,2 person,1107
dn,us,2020-12-14,5.0000,2 person,1500
ms,us,2020-12-14,4.0000,family,1021
ms,be,2020-12-14,4.0000,2 person,459
ms,nl,2020-12-07,2.0000,family,422
dn,au,2020-12-07,5.0000,2 person,2085
ms,dk,2020-12-07,3.0000,family,68
ms,nl,2020-12-07,6.0000,2 person,168
ms,au,2020-12-07,5.0000,2 person,1360
ms,us,2020-12-07,3.0000,family,2497
ms,at,2020-12-07,2.0000,family,53
ms,dk,2020-12-07,2.0000,2 person,21
dn,de,2020-12-07,4.0000,2 person,146
ms,dk,2020-12-07,2.0000,family,42
ms,at,2020-12-07,2.0000,2 person,89
ms,us,2020-12-07,5.0000,family,331
ms,us,2020-12-07,5.0000,2 person,884
ms,us,2020-12-07,2.0000,2 person,5097
ms,au,2020-12-07,3.0000,family,2001
ms,dk,2020-12-07,4.0000,family,30
dn,au,2020-12-07,4.0000,family,921
ms,de,2020-12-07,2.0000,family,534
ms,be,2020-12-07,5.0000,2 person,175
dn,us,2020-12-07,3.0000,family,5248
ms,us,2020-12-07,3.0000,2 person,10633
ms,de,2020-12-07,4.0000,family,664
ms,au,2020-12-07,5.0000,family,386
ms,dk,2020-12-07,4.0000,2 person,59
ms,us,2020-12-07,4.0000,2 person,3088
ms,nl,2020-12-07,3.0000,family,984
ms,nl,2020-12-07,4.0000,2 person,1325
ms,be,2020-12-07,4.0000,2 person,514
dn,au,2020-12-07,5.0000,family,1339
ms,be,2020-12-07,2.0000,2 person,88
dn,us,2020-12-07,4.0000,2 person,3749
ms,au,2020-12-07,6.0000,2 person,360
dn,de,2020-12-07,3.0000,family,77
ms,at,2020-12-07,5.0000,2 person,111
ms,de,2020-12-07,5.0000,2 person,642
ms,at,2020-12-07,4.0000,2 person,248
dn,de,2020-12-07,5.0000,family,49
ms,at,2020-12-07,4.0000,family,88
ms,us,2020-12-07,2.0000,family,2879
ms,au,2020-12-07,3.0000,2 person,8918
dn,au,2020-12-07,3.0000,family,2353
ms,be,2020-12-07,3.0000,2 person,1853
ms,se,2020-12-07,4.0000,family,68
ms,at,2020-12-07,6.0000,2 person,59
ms,be,2020-12-07,3.0000,family,310
ms,se,2020-12-07,3.0000,family,55
dn,de,2020-12-07,5.0000,2 person,104
ms,nl,2020-12-07,2.0000,2 person,224
ms,dk,2020-12-07,6.0000,2 person,1
ms,se,2020-12-07,4.0000,2 person,33
ms,de,2020-12-07,3.0000,family,658
dn,us,2020-12-07,4.0000,family,1345
ms,nl,2020-12-07,4.0000,family,405
ms,be,2020-12-07,4.0000,family,162
ms,dk,2020-12-07,5.0000,2 person,20
